,val_loss,loss,lr
0,17.267337479441338,82.90555986931943,9.999999747378752e-05
1,1.318748161189914,8.91991454598795,9.999999747378752e-05
2,0.7704388934947343,2.2501475852551316,9.999999747378752e-05
3,0.8521659550632019,1.77922541257722,9.999999747378752e-05
4,0.890281293281289,1.7474868108836281,9.999999747378752e-05
5,0.9064997815672687,1.7415417772280746,9.999999747378752e-05
6,0.9165713642212119,1.7350559280023725,9.999999747378752e-05
7,0.9477496202058353,1.7284139260326952,9.999999747378752e-05
8,0.9484759939624684,1.720485831155746,9.999999747378752e-05
9,0.9833407422151405,1.7124658718256325,9.999999747378752e-05
10,1.0167020038008092,1.70369677354306,9.999999747378752e-05
11,1.053408798212555,1.6946049296858894,9.999999747378752e-05
12,1.071686301609723,1.6841315009981535,9.999999747378752e-05
13,1.1091318736052438,1.6742146734518288,9.999999747378752e-05
14,1.1742762298383944,1.6631231241508713,9.999999747378752e-05
15,1.2445848484969932,1.650748163127828,9.999999747378752e-05
16,1.3193852182832746,1.6383328629513418,9.999999747378752e-05
17,1.3751821533164856,1.6253370356731875,9.999999747378752e-05
18,1.4153352872019644,1.6122773772957375,9.999999747378752e-05
19,1.4949276945224592,1.5970850560034215,9.999999747378752e-05
