,val_loss,loss,lr
0,15.407725581692706,72.02438533082437,9.999999747378752e-05
1,2.1604750775147075,4.519029892949364,9.999999747378752e-05
2,1.3498238368697886,1.8162060725799285,9.999999747378752e-05
3,1.3064471749743995,1.7594482671149767,9.999999747378752e-05
4,1.2712818356363718,1.7597606444853915,9.999999747378752e-05
5,1.2383607319092016,1.7579702394796606,9.999999747378752e-05
6,1.2488186931108145,1.7536713920714468,9.999999747378752e-05
7,1.1777418306105103,1.750411632838236,9.999999747378752e-05
8,1.1606522789417848,1.7486460681315925,9.999999747378752e-05
9,1.116481600436427,1.740640415142022,9.999999747378752e-05
10,1.0109946031176544,1.736522704564186,9.999999747378752e-05
11,0.9645183793874693,1.7251518332782256,9.999999747378752e-05
12,0.9320922720915044,1.7022855250215663,9.999999747378752e-05
13,0.8132268138267563,1.674593328027866,9.999999747378752e-05
14,0.7976746763219715,1.6380031476892887,9.999999747378752e-05
15,0.8005679010851176,1.5880257835798572,9.999999747378752e-05
16,0.8288725735786814,1.4991128713093849,9.999999747378752e-05
17,0.8977067224232217,1.44198973807568,9.999999747378752e-05
18,0.9818724320333123,1.4005841557192809,9.999999747378752e-05
19,1.1029818240146838,1.343173722028434,9.999999747378752e-05
