,val_loss,loss,lr
0,5.598689593481019,46.297306252026935,9.999999747378752e-05
1,1.6294734256708068,2.1840013344048677,9.999999747378752e-05
2,1.4537687604904888,1.7597955353474182,9.999999747378752e-05
3,1.5369592066794235,1.7563991785228386,9.999999747378752e-05
4,1.4431300345607687,1.7596274997283137,9.999999747378752e-05
5,1.3998783972068036,1.759329180852276,9.999999747378752e-05
6,1.378931592400728,1.7582787084734557,9.999999747378752e-05
7,1.418172522487862,1.7559188934812433,9.999999747378752e-05
8,1.4245438628135274,1.7562088382700427,9.999999747378752e-05
9,1.3517170983267663,1.7529604256018896,9.999999747378752e-05
10,1.2957569094562498,1.7500425988446184,9.999999747378752e-05
11,1.1581596369793818,1.741480716473167,9.999999747378752e-05
12,1.076132560099976,1.7229552651036224,9.999999747378752e-05
13,1.0062040149191804,1.6870984948513537,9.999999747378752e-05
14,0.9008976867327315,1.640632880965799,9.999999747378752e-05
15,0.8147402075211463,1.537725472676924,9.999999747378752e-05
16,0.8465566454644693,1.4426187906439436,9.999999747378752e-05
17,0.893432656466769,1.3255117445073188,9.999999747378752e-05
18,0.9868053821611119,1.3002719765518318,9.999999747378752e-05
19,1.0612640717695563,1.2733379535028448,9.999999747378752e-05
