,val_loss,loss,lr
0,166.26014030376527,154.6501706431747,9.999999747378752e-05
1,137.1601239372702,130.6224579339838,9.999999747378752e-05
2,112.0049026461426,109.55632759760884,9.999999747378752e-05
3,90.38212963613918,91.19709944968382,9.999999747378752e-05
4,71.98409985647972,75.29746223926425,9.999999747378752e-05
5,56.475218961187764,61.63074458936331,9.999999747378752e-05
6,43.55686532858567,49.98248292535046,9.999999747378752e-05
7,32.94475419391957,40.15076766371401,9.999999747378752e-05
8,24.391185387377863,31.93404844301626,9.999999747378752e-05
9,17.603043106990594,25.147150255715577,9.999999747378752e-05
10,12.325897763865862,19.613255406067033,9.999999747378752e-05
11,8.350739076808333,15.161010846647718,9.999999747378752e-05
12,5.447817270906886,11.639721205200697,9.999999747378752e-05
13,3.4328579899930975,8.904385190773343,9.999999747378752e-05
14,2.1113649960310013,6.817499771265358,9.999999747378752e-05
15,1.324992144190716,5.25838230722782,9.999999747378752e-05
16,0.9389640925221937,4.1195957049938885,9.999999747378752e-05
17,0.8327615101806007,3.307886373174704,9.999999747378752e-05
18,0.9131089428816003,2.747128189218439,9.999999747378752e-05
19,1.1024276259496666,2.3697420255681427,9.999999747378752e-05
